,sq_mt_built,n_rooms,n_bathrooms,buy_price,neighborhood_price_m2,estimado_metros_por_preciom2
7617,128.0,3,2.0,785000,3271.96,418810.88
7618,147.0,3,2.0,839000,3271.96,480978.12
7619,64.0,3,1.0,130000,3271.96,209405.44
7620,90.0,2,2.0,398000,4256.38,383074.2
7621,122.0,2,2.0,375000,3500.0,427000.0
7622,61.0,1,1.0,255000,2648.73,161572.53
7623,38.0,1,1.0,149000,2648.73,100651.74
7624,75.0,2,1.0,229000,3222.22,241666.5
7625,414.0,4,5.0,850000,3271.96,1354591.44
7626,129.0,3,2.0,729000,3695.5,476719.5
7627,124.0,3,2.0,719000,3695.5,458242.0
7628,163.0,4,2.0,874000,3695.5,602366.5
7629,144.0,3,2.0,999000,3695.5,532152.0
7630,145.0,3,2.0,999000,3695.5,535847.5
7631,752.0,5,5.0,1800000,3371.55,2535405.6
7632,73.0,3,1.0,195000,3767.960470491551,275061.1143458832
7633,108.0,4,1.0,340000,3695.5,399114.0
7634,45.0,0,1.0,175000,3271.96,147238.2
7635,179.0,3,2.0,612000,4610.95,825360.0499999999
7636,696.0,5,3.0,2100920,3695.5,2572068.0
7637,160.0,4,1.0,380000,2648.73,423796.8
7638,153.0,4,2.0,545000,4256.38,651226.14
7639,324.0,4,2.0,650000,2648.73,858188.52
7640,517.0,7,6.0,1900000,3695.5,1910573.5
7641,160.0,4,1.0,400000,2648.73,423796.8
7642,121.0,4,3.0,315000,2648.73,320496.33
7643,62.0,2,1.0,159000,2648.73,164221.26
7644,137.0,4,2.0,255000,2648.73,362876.01
7645,146.0,4,3.0,665000,3271.96,477706.16
7646,388.0,5,6.0,1450000,3271.96,1269520.48
7647,368.0,5,6.0,1460000,3271.96,1204081.28
7648,397.0,5,6.0,1570000,3271.96,1298968.12
7649,417.0,5,6.0,1590000,3271.96,1364407.32
7650,420.0,5,5.0,950000,3695.5,1552110.0
7651,521.0,5,5.0,1800000,3371.55,1756577.55
7652,547.0,5,6.0,1930000,2648.73,1448855.31
7653,372.0,6,4.0,1500000,3695.5,1374726.0
7654,145.0,3,2.0,867000,3271.96,474434.2
7655,136.0,3,2.0,869000,3271.96,444986.56
7656,158.0,3,2.0,1019000,3271.96,516969.68
7657,72.0,1,1.0,410000,3271.96,235581.12
7658,241.0,5,4.0,890000,3371.55,812543.55
7659,243.0,5,4.0,920000,3695.5,898006.5
7660,250.0,4,3.0,710000,3271.96,817990.0
7661,63.0,1,1.0,325000,4256.38,268151.94
7662,370.0,6,4.0,990000,3271.96,1210625.2
7663,172.0,4,2.0,700000,3695.5,635626.0
7664,116.0,3,3.0,716010,3271.96,379547.36
7665,88.0,2,2.0,528397,3271.96,287932.48
7666,134.0,3,3.0,805298,3271.96,438442.64
7667,106.0,2,2.0,599594,3271.96,346827.76
7668,87.0,2,2.0,556421,3271.96,284660.52
7669,90.0,2,2.0,619111,3271.96,294476.4
7670,102.0,3,2.0,499000,4256.38,434150.76
7671,316.0,4,4.0,1125000,3718.4,1175014.4
7672,303.0,4,4.0,1175000,3718.4,1126675.2
7673,126.0,0,2.0,340000,2648.73,333739.98
7674,300.0,5,3.0,1430000,4610.95,1383285.0
7675,302.0,4,4.0,1370000,4610.95,1392506.9
7676,99.0,2,2.0,525000,3271.96,323924.04
7677,92.0,2,2.0,514000,3271.96,301020.32
7678,156.0,4,3.0,774020,4256.38,663995.28
7679,134.0,3,3.0,653165,4256.38,570354.92
7680,147.0,4,3.0,848529,4256.38,625687.86
7681,124.0,3,3.0,354000,2648.73,328442.52
7682,90.0,2,2.0,256000,2648.73,238385.7
7683,120.0,3,2.0,590000,3371.55,404586.0
7684,85.0,2,1.0,390000,4256.38,361792.3
7685,133.0,2,2.0,499995,4256.38,566098.54
7686,122.0,3,2.0,375000,3500.0,427000.0
7687,211.0,5,3.0,420000,2648.73,558882.03
7688,260.0,5,4.0,1597700,3695.5,960830.0
7689,100.0,2,2.0,439000,4610.95,461095.0
7690,169.0,4,2.0,485000,3271.96,552961.24
7691,80.0,3,1.0,199000,3222.22,257777.6
7692,105.0,4,2.0,390000,3500.0,367500.0
7693,223.0,5,4.0,725000,3500.0,780500.0
7694,52.0,2,1.0,137000,3271.96,170141.92
7695,100.0,3,2.0,350000,2648.73,264873.0
7696,84.0,3,1.0,279000,3271.96,274844.64
7697,200.0,4,3.0,695000,3371.55,674310.0
7698,100.0,3,2.0,465000,4256.38,425638.0
7699,198.0,3,3.0,645000,3371.55,667566.9
7700,116.0,4,2.0,315000,3271.96,379547.36
7701,242.0,5,3.0,850000,3695.5,894311.0
7702,140.0,3,2.0,499000,3500.0,490000.0
7703,197.0,4,3.0,760000,3695.5,728013.5
7704,148.0,3,2.0,660000,3271.96,484250.08
7705,229.0,4,2.0,715000,3500.0,801500.0
7706,64.0,2,1.0,177500,3222.22,206222.08
7707,115.0,2,2.0,430000,4256.38,489483.7
7708,80.0,3,1.0,230000,3222.22,257777.6
7709,58.0,1,1.0,218000,2648.73,153626.34
7710,220.0,5,3.0,600000,3222.22,708888.3999999999
7711,220.0,4,3.0,600000,3222.22,708888.3999999999
7712,135.0,5,2.0,600000,3271.96,441714.6
7713,141.0,3,2.0,415000,3718.4,524294.4
7714,90.0,2,1.0,375000,4256.38,383074.2
7715,165.0,4,3.0,620000,4256.38,702302.7000000001
7716,110.0,4,3.0,378000,3271.96,359915.6
7717,69.0,2,1.0,240000,3767.960470491551,259989.272463917
7718,51.0,1,1.0,165000,2648.73,135085.23
7719,245.0,4,3.0,700000,3371.55,826029.75
7720,50.0,1,1.0,265000,2648.73,132436.5
7721,136.0,3,2.0,587000,3271.96,444986.56
7722,165.0,2,2.0,595000,4256.38,702302.7000000001
7723,82.0,3,2.0,255000,3371.55,276467.10000000003
7724,60.0,0,1.0,125000,2648.73,158923.8
7725,130.0,3,2.0,600000,4610.95,599423.5
7726,383.0,5,4.0,850000,3271.96,1253160.68
7727,79.0,3,1.0,249000,3222.22,254555.38
7728,133.0,3,2.0,509000,4256.38,566098.54
7729,167.0,5,3.0,530000,3500.0,584500.0
7730,138.0,3,2.0,409000,2648.73,365524.74
7731,173.0,3,2.0,795000,3695.5,639321.5
7732,55.0,2,1.0,159000,3222.22,177222.09999999998
7733,190.0,4,3.0,900000,4610.95,876080.5
7734,118.0,2,2.0,424000,4256.38,502252.84
7735,114.0,3,2.0,530000,3500.0,399000.0
7736,240.0,5,5.0,985000,3695.5,886920.0
7737,103.0,2,2.0,480000,3271.96,337011.88
7738,65.0,2,1.0,155000,3271.96,212677.4
7739,57.0,1,1.0,200000,2648.73,150977.61000000002
7740,92.0,2,1.0,418000,3371.55,310182.60000000003
7741,101.0,2,2.0,437000,4610.95,465705.95
7742,52.0,2,1.0,135000,3222.22,167555.44
7743,172.0,4,3.0,575000,3371.55,579906.6
7744,180.0,4,3.0,810000,3695.5,665190.0
7745,177.0,3,3.0,700000,3271.96,579136.92
7746,149.0,4,2.0,660000,4610.95,687031.5499999999
7747,292.0,6,4.0,880000,3271.96,955412.32
7748,75.0,3,1.0,254999,3500.0,262500.0
7749,55.0,2,1.0,215000,3222.22,177222.09999999998
7750,84.0,2,2.0,384000,4256.38,357535.92
7751,70.0,3,1.0,199900,3271.96,229037.2
7752,174.0,3,2.0,740000,3695.5,643017.0
7753,52.0,2,1.0,191000,3222.22,167555.44
7754,123.0,2,2.0,424000,4256.38,523534.74
7755,170.0,4,2.0,580000,3500.0,595000.0
7756,132.0,3,2.0,535000,4256.38,561842.16
7757,140.0,4,2.0,519999,3500.0,490000.0
7758,350.0,6,5.0,1175000,4610.95,1613832.5
7759,146.0,3,2.0,570000,3695.5,539543.0
7760,120.0,4,3.0,510000,4256.38,510765.6
7761,372.0,5,4.0,849000,3271.96,1217169.12
7762,121.0,3,2.0,519000,4256.38,515021.98
7763,350.0,5,6.0,1450000,3695.5,1293425.0
7764,89.0,3,2.0,395000,3695.5,328899.5
7765,69.0,2,2.0,420000,4610.95,318155.55
7766,100.0,3,2.0,250000,3222.22,322222.0
7767,255.0,5,4.0,710000,3271.96,834349.8
7768,126.0,3,2.0,560000,4256.38,536303.88
7769,150.0,4,2.0,399000,2648.73,397309.5
7770,73.0,3,1.0,290000,3500.0,255500.0
7771,70.0,2,2.0,235000,2648.73,185411.1
7772,488.0,7,6.0,990000,3271.96,1596716.48
7773,400.0,5,4.0,850000,3271.96,1308784.0
7774,400.0,6,6.0,900000,3271.96,1308784.0
7775,113.0,3,1.0,245000,3222.22,364110.86
7776,120.0,3,2.0,460000,3271.96,392635.2
7777,380.0,6,5.0,1175000,4610.95,1752161.0
7778,57.0,2,1.0,175000,3222.22,183666.54
7779,360.0,5,4.0,650000,3271.96,1177905.6
7780,150.0,3,3.0,620000,3500.0,525000.0
7781,570.0,3,3.0,1300000,2648.73,1509776.1
7782,260.0,5,3.0,910000,3500.0,910000.0
7783,159.0,4,2.0,410000,3500.0,556500.0
7784,205.0,3,3.0,820000,3371.55,691167.75
7785,140.0,4,2.0,700000,4610.95,645533.0
7786,130.0,3,2.0,545000,4256.38,553329.4
7787,90.0,2,2.0,365000,2648.73,238385.7
7788,394.0,7,5.0,1343500,3271.96,1289152.24
7789,147.0,4,2.0,475000,3500.0,514500.0
7790,37.0,1,1.0,125000,2648.73,98003.01
7791,160.0,4,3.0,670000,3500.0,560000.0
7792,40.0,1,1.0,140000,2648.73,105949.2
7793,121.0,3,2.0,530000,4256.38,515021.98
7794,150.0,4,1.0,590000,3767.960470491551,565194.0705737326
7795,54.0,1,1.0,265000,4610.95,248991.3
7796,104.0,3,2.0,430000,4256.38,442663.52
7797,72.0,3,1.0,230000,3271.96,235581.12
7798,60.0,1,1.0,235000,2648.73,158923.8
7799,60.0,2,1.0,260000,3222.22,193333.2
7800,77.0,2,2.0,390000,4256.38,327741.26
7801,55.0,1,1.0,219999,3500.0,192500.0
7802,78.0,3,1.0,234000,3222.22,251333.16
7803,98.0,2,2.0,387000,4256.38,417125.24
7804,33.0,1,1.0,108000,3271.96,107974.68
7805,108.0,3,1.0,335000,3222.22,347999.75999999995
7806,86.0,2,2.0,560000,3271.96,281388.56
7807,85.0,3,1.0,230000,3222.22,273888.7
7808,513.0,6,5.0,990000,3271.96,1678515.48
7809,112.0,4,2.0,405000,3271.96,366459.52
7810,122.0,4,2.0,375000,3500.0,427000.0
7811,98.0,2,1.0,375000,4256.38,417125.24
7812,50.0,1,1.0,350000,4610.95,230547.5
7813,90.0,3,1.0,190000,3222.22,289999.8
7814,120.0,2,2.0,495000,4610.95,553314.0
7815,65.0,2,1.0,270000,3222.22,209444.3
7816,70.0,3,1.0,220000,3222.22,225555.4
7817,61.0,1,1.0,245000,3500.0,213500.0
7818,384.0,4,4.0,850000,3271.96,1256432.64
7819,190.0,3,2.0,550000,3371.55,640594.5
7820,100.0,4,1.0,385000,3695.5,369550.0
7821,82.0,4,2.0,260000,2648.73,217195.86
7822,185.0,4,2.0,650000,4256.38,787430.3
7823,71.0,1,1.0,249000,3271.96,232309.16
7824,70.0,2,1.0,230000,3271.96,229037.2
7825,153.0,4,2.0,755000,4610.95,705475.35
7826,115.0,4,2.0,420000,3271.96,376275.4
7827,120.0,3,2.0,455000,4256.38,510765.6
7828,80.0,0,1.0,134999,2648.73,211898.4
7829,140.0,3,2.0,330000,3222.22,451110.8
7830,80.0,1,1.0,134999,2648.73,211898.4
7831,108.0,3,2.0,339000,3500.0,378000.0
7832,58.0,2,1.0,150000,3271.96,189773.68
7833,45.0,1,1.0,110000,2648.73,119192.85
7834,140.0,3,2.0,535000,4256.38,595893.2000000001
7835,63.0,2,1.0,180000,3222.22,202999.86
7836,105.0,3,2.0,390000,4256.38,446919.9
7837,213.0,5,3.0,760000,3695.5,787141.5
7838,371.0,5,4.0,775000,3271.96,1213897.16
7839,60.0,3,1.0,142000,2648.73,158923.8
7840,377.0,5,5.0,795000,3271.96,1233528.92
7841,43.0,2,1.0,160000,3222.22,138555.46
7842,240.0,4,3.0,860000,3371.55,809172.0
7843,360.0,5,4.0,860000,3718.4,1338624.0
7844,157.0,4,2.0,530000,3271.96,513697.72
7845,343.0,4,4.0,1034000,3271.96,1122282.28
7846,134.0,3,2.0,512000,4256.38,570354.92
7847,184.0,4,3.0,710000,3271.96,602040.64
7848,389.0,6,3.0,830000,3271.96,1272792.44
7849,102.0,3,2.0,449000,3222.22,328666.44
7850,220.0,5,4.0,998000,3500.0,770000.0
7851,135.0,3,2.0,700000,3500.0,472500.0
7852,107.0,3,2.0,545000,4256.38,455432.66
7853,113.0,3,2.0,630000,4610.95,521037.35
7854,254.0,4,4.0,795000,3371.55,856373.7000000001
7855,215.0,4,4.0,895000,3695.5,794532.5
7856,146.0,3,3.0,630000,4256.38,621431.48
7857,54.0,2,1.0,150000,2648.73,143031.42
7858,103.0,3,2.0,372000,3271.96,337011.88
7859,230.0,5,3.0,880000,3695.5,849965.0
7860,150.0,4,2.0,550000,4256.38,638457.0
7861,200.0,4,3.0,825000,4610.95,922190.0
7862,92.0,3,1.0,275000,3271.96,301020.32
7863,185.0,3,3.0,825000,3271.96,605312.6
7864,300.0,5,4.0,1187500,3695.5,1108650.0
7865,95.0,3,1.0,285000,3271.96,310836.2
7866,210.0,5,3.0,790000,3500.0,735000.0
7867,79.0,1,1.0,281000,2648.73,209249.67
7868,144.0,3,2.0,480000,4256.38,612918.72
7869,195.0,4,2.0,776000,4610.95,899135.25
7870,36.0,0,1.0,230000,4256.38,153229.68
7871,45.0,1,1.0,127000,2648.73,119192.85
7872,125.0,3,2.0,530000,4256.38,532047.5
7873,85.0,3,1.0,265000,2648.73,225142.05
7874,100.0,3,1.0,330000,3500.0,350000.0
7875,110.0,2,1.0,215000,2648.73,291360.3
7876,110.0,2,2.0,265000,2648.73,291360.3
7877,60.0,0,1.0,285000,3371.55,202293.0
7878,98.0,2,2.0,449000,4610.95,451873.1
7879,170.0,1,1.0,550000,4610.95,783861.5
7880,394.0,7,5.0,1343500,3271.96,1289152.24
7881,407.0,5,5.0,929000,3271.96,1331687.72
7882,70.0,2,1.0,157260,2648.73,185411.1
7883,42.0,1,1.0,150000,2648.73,111246.66
7884,53.0,2,1.0,210000,3222.22,170777.66
7885,60.0,2,1.0,190000,3222.22,193333.2
7886,61.0,2,1.0,160000,3222.22,196555.42
7887,97.0,3,2.0,385000,4256.38,412868.86
7888,160.0,4,2.0,600000,3500.0,560000.0
7889,68.0,2,1.0,210000,3222.22,219110.96
7890,181.0,4,3.0,780000,3695.5,668885.5
7891,126.0,3,2.0,555000,3718.4,468518.4
7892,113.0,3,2.0,680000,4256.38,480970.94
7893,95.0,2,2.0,396000,4256.38,404356.1
7894,180.0,6,3.0,850000,3271.96,588952.8
7895,129.0,3,2.0,530000,3695.5,476719.5
7896,50.0,1,1.0,199999,3222.22,161111.0
7897,80.0,2,1.0,265000,3222.22,257777.6
7898,110.0,3,2.0,465000,3695.5,406505.0
7899,70.0,2,1.0,260000,3222.22,225555.4
7900,123.0,4,2.0,480000,3271.96,402451.08
7901,380.0,5,5.0,960000,3271.96,1243344.8
7902,50.0,1,1.0,150000,3271.96,163598.0
7903,90.0,3,1.0,170000,2648.73,238385.7
7904,143.0,3,3.0,550000,3271.96,467890.28
7905,110.0,3,2.0,460000,4256.38,468201.8
7906,100.0,2,2.0,420000,3718.4,371840.0
7907,65.0,2,1.0,188470,2648.73,172167.45
7908,44.0,1,1.0,70000,3271.96,143966.24
7909,68.0,2,1.0,259000,3222.22,219110.96
7910,123.0,3,2.0,450000,3500.0,430500.0
7911,47.0,0,1.0,230000,2648.73,124490.31
7912,240.0,4,3.0,850000,3271.96,785270.4
7913,65.0,2,1.0,175000,3271.96,212677.4
7914,130.0,3,2.0,670000,3500.0,455000.0
7915,110.0,4,2.0,420000,3695.5,406505.0
7916,56.0,2,1.0,190000,3222.22,180444.32
7917,120.0,3,2.0,445000,4256.38,510765.6
7918,106.0,3,2.0,269000,2648.73,280765.38
7919,89.0,2,2.0,500000,3271.96,291204.44
7920,53.0,1,1.0,240000,3271.96,173413.88
7921,96.0,2,1.0,375000,4256.38,408612.48
7922,128.0,3,2.0,620000,4610.95,590201.6
7923,52.0,2,1.0,220000,3222.22,167555.44
7924,110.0,2,2.0,430000,4610.95,507204.5
7925,80.0,3,1.0,270000,3222.22,257777.6
7926,160.0,4,2.0,650000,4256.38,681020.8
7927,72.0,2,1.0,250000,3767.960470491551,271293.1538753917
7928,93.0,3,2.0,490000,4256.38,395843.34
7929,192.0,4,3.0,845000,4256.38,817224.96
7930,265.0,4,4.0,850000,3271.96,867069.4
7931,54.0,2,1.0,180000,3271.96,176685.84
7932,56.0,2,1.0,181000,3222.22,180444.32
7933,60.0,2,1.0,210000,3222.22,193333.2
7934,110.0,3,2.0,300000,2648.73,291360.3
7935,115.0,2,2.0,469000,4256.38,489483.7
7936,80.0,3,2.0,260000,3271.96,261756.8
7937,193.0,5,3.0,530000,3222.22,621888.46
7938,120.0,3,2.0,650000,4256.38,510765.6
7939,180.0,3,2.0,750000,4256.38,766148.4
7940,340.0,4,4.0,1450000,3695.5,1256470.0
7941,76.0,3,1.0,168000,2648.73,201303.48
7942,56.0,2,1.0,160000,2648.73,148328.88
7943,132.0,3,2.0,540000,4256.38,561842.16
7944,126.0,3,2.0,360000,3222.22,405999.72
7945,39.0,1,1.0,150000,3271.96,127606.44
7946,250.0,5,4.0,749000,3271.96,817990.0
7947,40.0,0,1.0,125000,2648.73,105949.2
7948,120.0,3,2.0,497900,3271.96,392635.2
7949,90.0,3,1.0,230000,2648.73,238385.7
7950,70.0,2,2.0,247000,3222.22,225555.4
7951,62.0,2,1.0,193000,3222.22,199777.64
7952,70.0,3,1.0,180000,2648.73,185411.1
7953,96.0,3,2.0,330000,3271.96,314108.16000000003
7954,66.0,2,1.0,220000,3222.22,212666.52
7955,60.0,2,1.0,190000,3271.96,196317.6
7956,93.0,3,1.0,218000,3271.96,304292.28
7957,130.0,3,2.0,840000,4610.95,599423.5
7958,110.0,3,2.0,510000,4256.38,468201.8
7959,59.0,2,1.0,230000,3222.22,190110.98
7960,80.0,3,1.0,260000,3767.960470491551,301436.8376393241
7961,140.0,3,2.0,725000,3271.96,458074.4
7962,178.0,4,3.0,730000,3500.0,623000.0
7963,70.0,2,1.0,200000,2648.73,185411.1
7964,53.0,2,1.0,179140,3222.22,170777.66
7965,320.0,4,3.0,1650000,3695.5,1182560.0
7966,146.0,4,2.0,398000,3500.0,511000.0
7967,101.0,3,2.0,410000,4256.38,429894.38
7968,90.0,4,1.0,290000,3767.960470491551,339116.4423442396
7969,351.0,5,5.0,800000,3271.96,1148457.96
7970,23.0,0,1.0,115000,3222.22,74111.06
7971,144.0,2,3.0,662000,3371.55,485503.2
7972,246.0,5,4.0,749000,3271.96,804902.16
7973,208.0,4,5.0,890000,3371.55,701282.4
7974,170.0,4,3.0,937143,3500.0,595000.0
7975,101.0,2,2.0,410000,4256.38,429894.38
7976,90.0,2,1.0,240000,2648.73,238385.7
7977,220.0,5,3.0,735000,3222.22,708888.3999999999
7978,484.0,7,4.0,895000,3271.96,1583628.64
7979,110.0,3,2.0,425000,3271.96,359915.6
7980,70.0,3,1.0,230000,3222.22,225555.4
7981,60.0,2,1.0,169500,3222.22,193333.2
7982,110.0,4,2.0,415000,3271.96,359915.6
7983,70.0,3,1.0,160000,3271.96,229037.2
7984,180.0,6,3.0,540000,3271.96,588952.8
7985,52.0,1,1.0,115000,3222.22,167555.44
7986,300.0,4,3.0,850000,2648.73,794619.0
7987,140.0,4,2.0,560000,3500.0,490000.0
7988,85.0,3,1.0,275000,2648.73,225142.05
7989,161.0,4,2.0,598500,4256.38,685277.18
7990,338.0,4,4.0,799000,3718.4,1256819.2
7991,394.0,3,2.0,1343500,3271.96,1289152.24
7992,696.0,3,2.0,2100920,3695.5,2572068.0
7993,465.0,5,4.0,950000,3271.96,1521461.4
7994,60.0,2,1.0,170000,3222.22,193333.2
7995,106.0,3,2.0,325000,3222.22,341555.32
7996,138.0,3,2.0,630000,4610.95,636311.1
7997,66.0,2,1.0,250000,3222.22,212666.52
7998,100.0,3,2.0,480000,4256.38,425638.0
7999,43.0,1,1.0,250000,3271.96,140694.28
8000,80.0,3,1.0,229000,3271.96,261756.8
8001,115.0,3,2.0,630000,4610.95,530259.25
8002,95.0,3,2.0,390000,3695.5,351072.5
8003,125.0,3,2.0,650000,4256.38,532047.5
8004,580.0,6,6.0,1190000,3271.96,1897736.8
8005,165.0,2,2.0,610000,4256.38,702302.7000000001
8006,70.0,3,1.0,285000,3222.22,225555.4
8007,140.0,4,3.0,780000,4610.95,645533.0
8008,124.0,3,2.0,585000,4256.38,527791.12
8009,371.0,5,4.0,849000,3371.55,1250845.05
8010,42.0,1,1.0,137000,2648.73,111246.66
8011,60.0,3,1.0,140000,2648.73,158923.8
8012,99.0,4,1.0,420000,3695.5,365854.5
8013,83.0,3,1.0,375000,3695.5,306726.5
8014,134.0,3,3.0,570000,4610.95,617867.2999999999
8015,179.0,5,3.0,290000,2648.73,474122.67
8016,112.0,3,2.0,455000,4256.38,476714.56
8017,55.0,2,1.0,179000,3222.22,177222.09999999998
8018,120.0,4,2.0,349000,3500.0,420000.0
8019,121.0,3,2.0,390000,3271.96,395907.16
8020,61.0,1,1.0,335000,4610.95,281267.95
8021,53.0,2,1.0,165000,3222.22,170777.66
8022,70.0,3,1.0,159000,2648.73,185411.1
8023,68.0,1,1.0,309000,4256.38,289433.84
8024,121.0,3,2.0,550000,4610.95,557924.95
8025,134.0,3,2.0,565000,4610.95,617867.2999999999
8026,94.0,3,1.0,255000,3500.0,329000.0
8027,248.0,4,4.0,700000,3271.96,811446.08
8028,55.0,2,1.0,179999,3222.22,177222.09999999998
8029,118.0,3,2.0,520000,4256.38,502252.84
8030,88.0,2,2.0,415000,4256.38,374561.44
8031,111.0,0,1.0,330000,4256.38,472458.18
8032,52.0,1,1.0,248000,3271.96,170141.92
8033,62.0,2,1.0,167000,3222.22,199777.64
8034,70.0,0,1.0,319900,4256.38,297946.60000000003
8035,117.0,3,2.0,390000,3500.0,409500.0
8036,135.0,3,2.0,600000,3695.5,498892.5
8037,48.0,2,2.0,152000,2648.73,127139.04
8038,125.0,3,2.0,545000,4256.38,532047.5
8039,100.0,3,2.0,660000,3271.96,327196.0
8040,428.0,7,6.0,985000,3271.96,1400398.88
8041,260.0,5,4.0,650000,3271.96,850709.6
8042,76.0,1,1.0,350000,4610.95,350432.2
8043,235.0,5,4.0,900000,3695.5,868442.5
8044,167.0,5,3.0,530000,3500.0,584500.0
8045,95.0,2,2.0,497000,4610.95,438040.25
8046,64.0,3,1.0,199500,3222.22,206222.08
8047,115.0,3,2.0,480000,3271.96,376275.4
8048,75.0,1,1.0,295000,3222.22,241666.5
8049,160.0,4,2.0,550000,4256.38,681020.8
8050,157.0,3,2.0,489900,4610.95,723919.15
8051,245.0,4,4.0,783000,3371.55,826029.75
8052,100.0,4,2.0,350000,2648.73,264873.0
8053,120.0,3,2.0,527000,3271.96,392635.2
8054,56.0,2,1.0,140000,3222.22,180444.32
8055,98.0,2,2.0,390000,3222.22,315777.56
8056,60.0,2,1.0,175000,2648.73,158923.8
8057,180.0,4,2.0,805000,4256.38,766148.4
8058,450.0,6,5.0,1160000,3271.96,1472382.0
8059,68.0,1,1.0,240000,3222.22,219110.96
8060,133.0,2,2.0,498995,4256.38,566098.54
8061,86.0,3,1.0,123800,2648.73,227790.78
8062,520.0,7,4.0,925000,3271.96,1701419.2
8063,120.0,3,2.0,395000,3271.96,392635.2
8064,60.0,1,1.0,160000,2648.73,158923.8
8065,41.0,2,1.0,122000,3222.22,132111.02
8066,102.0,2,2.0,430000,4256.38,434150.76
8067,92.0,2,2.0,415000,4256.38,391586.96
8068,147.0,4,2.0,475000,3500.0,514500.0
8069,130.0,3,2.0,320000,3222.22,418888.6
8070,74.0,2,1.0,199000,2648.73,196006.02
8071,89.0,3,1.0,310000,3718.4,330937.60000000003
8072,116.0,4,2.0,460000,3222.22,373777.52
8073,26.0,0,1.0,99500,3222.22,83777.72
8074,121.0,3,2.0,440000,3222.22,389888.62
8075,120.0,2,2.0,430000,4256.38,510765.6
8076,55.0,2,1.0,170000,2648.73,145680.15
8077,55.0,2,1.0,158000,2648.73,145680.15
8078,88.0,3,1.0,390000,3695.5,325204.0
8079,64.0,2,1.0,205000,3222.22,206222.08
8080,151.0,4,3.0,650000,3500.0,528500.0
8081,105.0,2,2.0,340000,3500.0,367500.0
8082,191.0,3,3.0,760000,3695.5,705840.5
8083,90.0,2,2.0,439000,4256.38,383074.2
8084,499.0,4,5.0,1175000,3371.55,1682403.4500000002
8085,96.0,3,1.0,244500,3271.96,314108.16000000003
8086,140.0,3,2.0,500000,3500.0,490000.0
8087,95.0,3,2.0,390000,3718.4,353248.0
8088,180.0,3,3.0,590000,4256.38,766148.4
8089,166.0,5,2.0,619000,3500.0,581000.0
8090,74.0,2,1.0,285000,3500.0,259000.0
8091,160.0,4,2.0,548000,3500.0,560000.0
8092,100.0,3,1.0,300000,3500.0,350000.0
8093,220.0,4,3.0,950000,3500.0,770000.0
8094,60.0,2,1.0,199900,3222.22,193333.2
8095,700.0,8,7.0,1650000,3371.55,2360085.0
8096,67.0,2,1.0,200000,3222.22,215888.74
8097,98.0,2,2.0,425000,4610.95,451873.1
8098,139.0,3,2.0,360000,3222.22,447888.58
8099,110.0,3,2.0,475000,4610.95,507204.5
8100,371.0,5,4.0,849000,3271.96,1213897.16
8101,113.0,2,2.0,459000,4256.38,480970.94
8102,220.0,5,3.0,998000,3500.0,770000.0
8103,138.0,3,2.0,676000,4610.95,636311.1
8104,200.0,5,4.0,900000,3695.5,739100.0
8105,67.0,3,1.0,225000,3271.96,219221.32
8106,236.0,5,4.0,1090000,3695.5,872138.0
8107,402.0,4,5.0,1580000,3695.5,1485591.0
8108,383.0,5,4.0,1330000,3695.5,1415376.5
8109,467.0,5,5.0,1395000,3695.5,1725798.5
8110,173.0,4,3.0,1060000,3271.96,566049.08
8111,65.0,1,1.0,375000,4256.38,276664.7
8112,120.0,3,2.0,395000,3222.22,386666.4
8113,75.0,3,1.0,240000,3271.96,245397.0
8114,505.0,6,5.0,995000,3271.96,1652339.8
8115,220.0,6,3.0,810000,3695.5,813010.0
8116,260.0,5,4.0,950000,3500.0,910000.0
8117,499.0,4,5.0,1325000,3371.55,1682403.4500000002
8118,251.0,6,5.0,1200000,3695.5,927570.5
8119,69.0,2,1.0,230000,3222.22,222333.18
8120,71.0,3,1.0,225000,3222.22,228777.62
8121,113.0,2,2.0,430000,4256.38,480970.94
8122,74.0,3,1.0,270000,3500.0,259000.0
8123,167.0,5,3.0,776180,4610.95,770028.65
8124,56.0,2,1.0,180000,3222.22,180444.32
8125,108.0,3,2.0,480000,4256.38,459689.04
8126,87.0,2,2.0,465000,4610.95,401152.65
8127,304.0,5,4.0,850000,3271.96,994675.84
8128,382.0,5,4.0,1395000,3371.55,1287932.1
8129,54.0,1,1.0,180000,3222.22,173999.87999999998
8130,82.0,2,2.0,335000,2648.73,217195.86
8131,180.0,3,2.0,730000,3271.96,588952.8
8132,463.0,5,5.0,1580000,3371.55,1561027.65
8133,242.0,5,3.0,1150000,3695.5,894311.0
8134,360.0,6,4.0,870000,3371.55,1213758.0
8135,487.0,6,5.0,1400000,3371.55,1641944.85
8136,702.0,7,7.0,2075000,3695.5,2594241.0
8137,115.0,3,2.0,475000,3500.0,402500.0
8138,220.0,5,3.0,798000,3500.0,770000.0
8139,146.0,3,2.0,500000,3500.0,511000.0
8140,141.0,3,2.0,492500,3500.0,493500.0
8141,50.0,2,1.0,164000,3222.22,161111.0
8142,121.0,2,2.0,465000,4256.38,515021.98
8143,168.0,3,2.0,430000,3271.96,549689.28
