,sq_mt_built,n_rooms,n_bathrooms,buy_price,neighborhood_price_m2,estimado_metros_por_preciom2
3863,125.0,3,2.0,600000,5492.17,686521.25
3864,70.0,3,1.0,330000,4105.12,287358.4
3865,62.0,2,1.0,270000,4105.12,254517.44
3866,88.0,2,2.0,470000,4246.58,373699.04
3867,30.0,0,1.0,155000,4105.12,123153.6
3868,185.0,2,2.0,1910000,6739.32,1246774.2
3869,200.0,4,3.0,950000,5492.17,1098434.0
3870,159.0,5,2.0,695000,4105.12,652714.08
3871,120.0,3,1.0,495000,4246.58,509589.6
3872,168.0,4,2.0,589000,4105.12,689660.16
3873,130.0,4,2.0,750000,4935.6,641628.0
3874,73.0,2,2.0,250000,4020.62,293505.26
3875,75.0,2,1.0,350000,4105.12,307884.0
3876,148.0,4,3.0,610000,4246.58,628493.84
3877,92.0,4,1.0,360000,4246.58,390685.36
3878,180.0,4,3.0,690000,4246.58,764384.4
3879,55.0,2,1.0,395000,5492.17,302069.35
3880,165.0,4,2.0,895000,6739.32,1111987.8
3881,65.0,1,1.0,385000,5492.17,356991.05
3882,76.0,3,1.0,340000,4105.12,311989.12
3883,60.0,1,1.0,330000,4105.12,246307.2
3884,89.0,3,2.0,325000,4105.12,365355.68
3885,120.0,2,2.0,690000,5492.17,659060.4
3886,82.0,3,2.0,335000,4105.12,336619.84
3887,81.0,2,2.0,650000,6739.32,545884.9199999999
3888,80.0,3,1.0,340000,4246.58,339726.4
3889,79.0,2,2.0,650000,6739.32,532406.28
3890,177.0,3,2.0,590000,4246.58,751644.66
3891,44.0,2,1.0,229000,4105.12,180625.28
3892,87.0,2,1.0,580000,5492.17,477818.79
3893,60.0,2,1.0,260000,4105.12,246307.2
3894,193.0,3,2.0,625000,4246.58,819589.94
3895,110.0,2,2.0,730000,5492.17,604138.7
3896,75.0,2,1.0,360000,4105.12,307884.0
3897,45.0,1,1.0,335000,4105.12,184730.4
3898,215.0,3,3.0,835000,4020.62,864433.2999999999
3899,155.0,4,2.0,515000,6739.32,1044594.6
3900,130.0,3,2.0,465000,4246.58,552055.4
3901,103.0,4,2.0,650000,5492.17,565693.51
3902,95.0,2,2.0,450000,4020.62,381958.9
3903,90.0,3,3.0,489000,4105.12,369460.8
3904,99.0,2,1.0,350000,4105.12,406406.88
3905,119.0,5,2.0,680000,5492.17,653568.23
3906,123.0,6,2.0,635000,5492.17,675536.91
3907,100.0,2,2.0,675000,6739.32,673932.0
3908,97.0,2,2.0,440000,4020.62,390000.14
3909,93.0,3,2.0,350000,4105.12,381776.16
3910,133.0,4,2.0,660000,5492.17,730458.61
3911,70.0,2,1.0,310500,4105.12,287358.4
3912,140.0,3,2.0,509000,4105.12,574716.7999999999
3913,108.0,2,2.0,375000,4246.58,458630.64
3914,130.0,4,3.0,360000,4105.12,533665.6
3915,150.0,4,2.0,560000,4935.6,740340.0
3916,156.0,3,2.0,620000,4246.58,662466.48
3917,85.0,3,1.0,320000,4246.58,360959.3
3918,114.0,2,2.0,485000,4020.62,458350.68
3919,118.0,4,4.0,495000,4020.62,474433.16
3920,51.0,2,1.0,390000,5492.17,280100.67
3921,157.0,4,2.0,800000,5492.17,862270.6900000001
3922,160.0,4,2.0,650000,4020.62,643299.2
3923,91.0,3,2.0,450000,5492.17,499787.47
3924,100.0,3,1.0,390000,4246.58,424658.0
3925,138.0,4,2.0,560000,4020.62,554845.5599999999
3926,75.0,2,2.0,690000,5492.17,411912.75
3927,130.0,2,2.0,495000,4105.12,533665.6
3928,200.0,5,3.0,755000,4935.6,987120.0
3929,122.0,5,2.0,630000,5492.17,670044.74
3930,101.0,3,2.0,439000,4105.12,414617.12
3931,169.0,5,3.0,620000,4246.58,717672.02
3932,172.0,5,3.0,700000,4246.58,730411.76
3933,150.0,3,2.0,525000,4246.58,636987.0
3934,140.0,3,2.0,579900,4105.12,574716.7999999999
3935,150.0,3,2.0,570000,4105.12,615768.0
3936,78.0,2,1.0,400000,4246.58,331233.24
3937,95.0,2,2.0,450000,4020.62,381958.9
3938,72.0,1,1.0,325000,4105.12,295568.64
3939,135.0,3,2.0,290000,4020.62,542783.7
3940,105.0,3,2.0,465000,5492.17,576677.85
3941,156.0,4,2.0,798000,4246.58,662466.48
3942,117.0,3,2.0,495000,4020.62,470412.54
3943,82.0,3,1.0,369000,4246.58,348219.56
3944,116.0,4,2.0,350000,5492.17,637091.72
3945,110.0,4,2.0,625000,5492.17,604138.7
3946,230.0,4,3.0,1800000,6739.32,1550043.6
3947,101.0,3,1.0,629000,5492.17,554709.17
3948,67.0,3,1.0,270000,4020.62,269381.54
3949,105.0,4,2.0,435000,4246.58,445890.9
3950,35.0,1,1.0,385000,6739.32,235876.2
3951,120.0,4,1.0,590000,5492.17,659060.4
3952,123.0,3,2.0,498000,4020.62,494536.26
3953,35.0,1,1.0,247000,5492.17,192225.95
3954,150.0,4,2.0,510000,4105.12,615768.0
3955,136.0,5,2.0,580000,4246.58,577534.88
3956,175.0,4,2.0,650000,4105.12,718396.0
3957,98.0,2,2.0,425000,4246.58,416164.84
3958,135.0,4,2.0,850000,4935.6,666306.0
3959,95.0,3,1.0,389000,4105.12,389986.4
3960,110.0,3,2.0,550000,4020.62,442268.2
3961,55.0,1,1.0,239000,4020.62,221134.1
3962,115.0,3,2.0,400000,4105.12,472088.8
3963,82.0,2,1.0,320000,4246.58,348219.56
3964,135.0,3,2.0,600000,5492.17,741442.95
3965,110.0,2,2.0,450000,4105.12,451563.2
3966,157.0,4,3.0,870000,5492.17,862270.6900000001
3967,134.0,4,3.0,650000,6739.32,903068.88
3968,139.0,3,1.0,580000,4246.58,590274.62
3969,111.0,4,2.0,510000,4105.12,455668.32
3970,99.0,3,2.0,470000,4020.62,398041.38
3971,60.0,3,1.0,325000,4105.12,246307.2
3972,27.0,0,1.0,190000,5492.17,148288.59
3973,70.0,1,1.0,290000,4105.12,287358.4
3974,70.0,2,2.0,255000,4020.62,281443.4
3975,95.0,2,2.0,575000,5492.17,521756.15
3976,150.0,4,2.0,530000,4105.12,615768.0
3977,136.0,3,3.0,580000,4246.58,577534.88
3978,40.0,1,1.0,290000,5492.17,219686.8
3979,76.0,3,1.0,325000,4105.12,311989.12
3980,120.0,3,2.0,360000,4935.6,592272.0
3981,112.0,3,2.0,520000,4020.62,450309.44
3982,74.0,2,2.0,380000,4020.62,297525.88
3983,125.0,4,2.0,435000,4105.12,513140.0
3984,123.0,4,1.0,460000,4020.62,494536.26
3985,240.0,5,3.0,1950000,6739.32,1617436.7999999998
3986,73.0,3,1.0,337000,4105.12,299673.76
3987,116.0,3,2.0,607000,5492.17,637091.72
3988,110.0,4,2.0,465000,4105.12,451563.2
3989,178.0,4,2.0,589000,4105.12,730711.36
3990,112.0,3,2.0,525000,4105.12,459773.44
3991,171.0,4,3.0,875000,5492.17,939161.07
3992,162.0,3,2.0,990000,6739.32,1091769.84
3993,95.0,3,1.0,445000,4246.58,403425.1
3994,90.0,3,2.0,395000,4105.12,369460.8
3995,50.0,2,1.0,330000,5492.17,274608.5
3996,55.0,2,1.0,445000,4246.58,233561.9
3997,137.0,2,1.0,435000,4020.62,550824.94
3998,40.0,1,1.0,309900,5492.17,219686.8
3999,103.0,3,2.0,615000,5492.17,565693.51
4000,43.0,1,1.0,187000,4105.12,176520.16
4001,146.0,4,2.0,850000,6739.32,983940.72
4002,119.0,0,2.0,750000,6739.32,801979.08
4003,160.0,5,4.0,890000,6739.32,1078291.2
4004,85.0,3,2.0,335000,4105.12,348935.2
4005,89.0,3,2.0,325000,4105.12,365355.68
4006,91.0,2,2.0,370000,4105.12,373565.92
4007,99.0,3,2.0,430000,4020.62,398041.38
4008,47.0,0,1.0,229000,4020.62,188969.14
4009,99.0,3,2.0,420000,4020.62,398041.38
4010,331.0,5,5.0,1490000,4935.6,1633683.6
4011,90.0,3,1.0,410000,4105.12,369460.8
4012,140.0,4,2.0,599900,4105.12,574716.7999999999
4013,82.0,3,1.0,335000,4105.12,336619.84
4014,135.0,3,2.0,570000,4105.12,554191.2
4015,54.0,1,1.0,179000,4020.62,217113.48
4016,120.0,4,2.0,456000,4105.12,492614.4
4017,150.0,4,2.0,690000,4246.58,636987.0
4018,132.0,3,3.0,1004000,5492.17,724966.4400000001
4019,200.0,3,3.0,2100000,5492.17,1098434.0
4020,115.0,2,2.0,1100000,5492.17,631599.55
4021,115.0,2,2.0,950000,5492.17,631599.55
4022,195.0,4,4.0,775000,4935.6,962442.0
4023,108.0,2,2.0,495000,4105.12,443352.96
4024,81.0,2,2.0,400000,4020.62,325670.22
4025,88.0,2,2.0,480000,4020.62,353814.56
4026,88.0,2,2.0,460000,4020.62,353814.56
4027,101.0,3,2.0,650000,4020.62,406082.62
4028,88.0,2,2.0,470000,4020.62,353814.56
4029,81.0,2,2.0,420000,4020.62,325670.22
4030,81.0,2,2.0,430000,4020.62,325670.22
4031,58.0,1,1.0,345000,4020.62,233195.96
4032,62.0,1,1.0,310000,4020.62,249278.44
4033,65.0,1,1.0,375000,4020.62,261340.3
4034,72.0,2,1.0,300000,4105.12,295568.64
4035,80.0,2,1.0,469000,4020.62,321649.6
4036,79.0,2,1.0,320000,4105.12,324304.48
4037,130.0,4,3.0,480000,4246.58,552055.4
4038,72.0,2,1.0,330000,4105.12,295568.64
4039,93.0,2,2.0,530000,4935.6,459010.8000000001
4040,75.0,1,1.0,235000,4020.62,301546.5
4041,180.0,3,3.0,1980000,5492.17,988590.6
4042,60.0,2,1.0,390000,4105.12,246307.2
4043,195.0,3,4.0,1900000,6739.32,1314167.4
4044,115.0,2,2.0,760000,5492.17,631599.55
4045,101.0,1,1.0,355000,4105.12,414617.12
4046,65.0,2,1.0,295000,4105.12,266832.8
4047,153.0,3,2.0,1060000,6739.32,1031115.96
4048,77.0,1,1.0,360000,4246.58,326986.66
4049,102.0,4,2.0,650000,5492.17,560201.34
4050,80.0,2,1.0,350000,4020.62,321649.6
4051,139.0,3,3.0,580000,4246.58,590274.62
4052,30.0,2,1.0,199900,4105.12,123153.6
4053,70.0,2,1.0,295000,4020.62,281443.4
4054,115.0,2,2.0,735000,5492.17,631599.55
4055,120.0,4,2.0,420000,4105.12,492614.4
4056,96.0,2,2.0,530000,4020.62,385979.52
4057,186.0,5,3.0,695000,4246.58,789863.88
4058,85.0,3,1.0,365000,4246.58,360959.3
4059,70.0,1,1.0,300000,4020.62,281443.4
4060,194.0,4,4.0,790000,4935.6,957506.4
4061,215.0,4,2.0,790000,4105.12,882600.7999999999
4062,73.0,2,1.0,390000,4105.12,299673.76
4063,260.0,4,4.0,1950000,5492.17,1427964.2
4064,170.0,4,3.0,850000,4935.6,839052.0000000001
4065,132.0,5,2.0,652000,5492.17,724966.4400000001
4066,345.0,5,3.0,1800000,5492.17,1894798.65
4067,40.0,2,1.0,150000,4105.12,164204.8
4068,49.0,2,1.0,245000,5492.17,269116.33
4069,167.0,5,2.0,649000,6739.32,1125466.44
4070,41.0,2,1.0,160000,4105.12,168309.91999999998
4071,111.0,4,1.0,590000,5492.17,609630.87
4072,236.0,4,3.0,1155000,4935.6,1164801.6
4073,97.0,2,1.0,700000,6739.32,653714.0399999999
4074,93.0,3,2.0,490000,5492.17,510771.81
4075,105.0,3,1.0,430000,5492.17,576677.85
4076,95.0,3,1.0,419900,6739.32,640235.4
4077,140.0,3,2.0,599990,4105.12,574716.7999999999
4078,83.0,2,2.0,444900,4246.58,352466.14
4079,130.0,4,2.0,750000,5492.17,713982.1
4080,95.0,2,2.0,706000,4020.62,381958.9
4081,102.0,2,2.0,547000,4020.62,410103.24
4082,102.0,2,2.0,496000,4020.62,410103.24
4083,72.0,1,1.0,357000,4020.62,289484.64
4084,77.0,2,1.0,425000,4020.62,309587.74
4085,48.0,1,1.0,390000,5492.17,263624.16000000003
4086,160.0,4,3.0,590000,4246.58,679452.8
4087,78.0,3,1.0,396000,5492.17,428389.26
4088,185.0,4,3.0,1052000,4935.6,913086.0
4089,174.0,2,2.0,706000,4020.62,699587.88
4090,76.0,2,1.0,374000,4105.12,311989.12
4091,103.0,3,2.0,435000,4246.58,437397.74
4092,27.0,1,1.0,190000,5492.17,148288.59
4093,150.0,2,1.0,900000,6739.32,1010898.0
4094,185.0,4,2.0,695000,4105.12,759447.2
4095,70.0,3,1.0,310000,4020.62,281443.4
4096,97.0,2,2.0,570000,5492.17,532740.49
4097,111.0,2,1.0,470000,4105.12,455668.32
4098,170.0,4,2.0,650000,4246.58,721918.6
4099,30.0,1,1.0,166000,4020.62,120618.6
4100,114.0,3,2.0,567000,5492.17,626107.38
4101,337.0,4,3.0,2100000,6739.32,2271150.84
4102,94.0,3,2.0,440000,4935.6,463946.4
4103,157.0,2,2.0,1500000,6739.32,1058073.24
4104,87.0,2,2.0,425000,4020.62,349793.94
4105,103.0,2,2.0,496000,4020.62,414123.86
4106,92.0,3,1.0,359000,4935.6,454075.2
4107,39.0,0,1.0,165000,4105.12,160099.68
4108,215.0,3,3.0,865000,4020.62,864433.2999999999
4109,152.0,3,2.0,775000,6739.32,1024376.64
4110,118.0,3,2.0,505000,4246.58,501096.44
4111,138.0,3,2.0,1060000,6739.32,930026.16
4112,151.0,3,3.0,900000,5492.17,829317.67
4113,101.0,4,1.0,420000,4246.58,428904.58
4114,84.0,2,1.0,490000,5492.17,461342.28
4115,125.0,4,2.0,520000,4105.12,513140.0
4116,46.0,1,1.0,194000,4105.12,188835.52
4117,99.0,3,2.0,395000,4246.58,420411.42
4118,198.0,3,3.0,1800000,5492.17,1087449.66
4119,124.0,4,2.0,520000,4105.12,509034.88
4120,112.0,2,2.0,259000,4935.6,552787.2000000001
4121,75.0,2,1.0,356000,4105.12,307884.0
4122,60.0,3,1.0,215000,4020.62,241237.2
4123,56.0,2,1.0,289000,5492.17,307561.52
4124,172.0,4,2.0,1000000,5492.17,944653.24
4125,145.0,3,2.0,599990,4105.12,595242.4
4126,100.0,2,1.0,350000,4105.12,410512.0
4127,104.0,3,2.0,399000,4020.62,418144.48
4128,157.0,5,3.0,588000,4246.58,666713.0599999999
4129,120.0,3,2.0,495000,4105.12,492614.4
4130,199.0,4,3.0,850000,4246.58,845069.42
4131,220.0,4,3.0,790000,4935.6,1085832.0
4132,50.0,1,1.0,195000,4020.62,201031.0
4133,85.0,3,1.0,310000,4105.12,348935.2
4134,134.0,3,2.0,535000,5492.17,735950.78
4135,214.0,3,3.0,905000,4020.62,860412.6799999999
4136,125.0,3,2.0,599950,5492.17,686521.25
4137,140.0,2,1.0,800000,6739.32,943504.8
4138,60.0,1,1.0,240000,4020.62,241237.2
4139,130.0,4,2.0,660000,5492.17,713982.1
4140,44.0,1,1.0,230000,5492.17,241655.48
4141,100.0,3,2.0,497000,4020.62,402062.0
4142,36.0,1,1.0,192000,4105.12,147784.32
4143,147.0,2,2.0,840000,5492.17,807348.99
4144,105.0,4,1.0,330000,4020.62,422165.1
4145,72.0,2,1.0,410000,4246.58,305753.76
4146,150.0,4,2.0,580000,4246.58,636987.0
4147,120.0,4,2.0,439000,4105.12,492614.4
4148,94.0,2,2.0,561000,5492.17,516263.98
4149,88.0,2,2.0,625000,5492.17,483310.96
4150,124.0,3,2.0,575000,4105.12,509034.88
4151,97.0,1,1.0,595000,4020.62,390000.14
4152,102.0,2,1.0,358000,4105.12,418722.24
4153,105.0,3,1.0,379000,4246.58,445890.9
4154,306.0,3,3.0,1600000,6739.32,2062231.92
4155,98.0,3,2.0,440000,4105.12,402301.76
4156,174.0,4,2.0,515000,4105.12,714290.88
4157,130.0,4,2.0,587000,4020.62,522680.6
4158,170.0,6,3.0,600000,6739.32,1145684.4
4159,83.0,3,2.0,399000,4105.12,340724.96
4160,82.0,3,1.0,379000,4935.6,404719.2
4161,173.0,4,2.0,735000,6739.32,1165902.36
4162,162.0,4,3.0,625000,4246.58,687945.96
4163,105.0,2,2.0,575000,5492.17,576677.85
4164,158.0,3,3.0,1200000,6739.32,1064812.56
4165,107.0,2,2.0,450000,4935.6,528109.2000000001
4166,50.0,1,1.0,180000,4020.62,201031.0
4167,137.0,3,2.0,599000,4246.58,581781.46
4168,121.0,4,2.0,420000,4105.12,496719.52
4169,248.0,4,3.0,1045000,4935.6,1224028.8
4170,118.0,3,3.0,599000,4246.58,501096.44
4171,148.0,2,2.0,1350000,6739.32,997419.36
4172,203.0,5,3.0,765000,4935.6,1001926.8
4173,80.0,2,2.0,470000,5492.17,439373.6
4174,30.0,0,1.0,199000,4020.62,120618.6
4175,99.0,3,2.0,410000,4020.62,398041.38
4176,35.0,0,1.0,205000,4020.62,140721.69999999998
4177,201.0,5,3.0,760000,4935.6,992055.6
4178,102.0,3,2.0,410000,4105.12,418722.24
4179,46.0,1,1.0,218000,4105.12,188835.52
4180,150.0,2,3.0,1500000,6739.32,1010898.0
4181,145.0,3,2.0,569000,4105.12,595242.4
4182,96.0,3,2.0,439000,4105.12,394091.52
4183,129.0,4,3.0,480000,4246.58,547808.82
4184,83.0,3,1.0,335000,4246.58,352466.14
4185,104.0,2,2.0,620000,4105.12,426932.48
4186,84.0,3,2.0,345000,4105.12,344830.08
4187,93.0,3,1.0,349000,4020.62,373917.66
4188,135.0,3,2.0,450000,4246.58,573288.3
4189,620.0,7,14.0,1300000,4105.12,2545174.4
4190,61.0,1,1.0,320000,5492.17,335022.37
4191,108.0,3,3.0,469000,4105.12,443352.96
4192,171.0,4,2.0,730000,4246.58,726165.1799999999
4193,230.0,3,3.0,2100000,6739.32,1550043.6
4194,153.0,4,2.0,495000,6739.32,1031115.96
4195,73.0,1,1.0,146000,4020.62,293505.26
4196,59.0,2,1.0,357000,5492.17,324038.03
4197,181.0,4,2.0,1550000,5492.17,994082.77
4198,77.0,2,2.0,499000,4020.62,309587.74
4199,266.0,4,3.0,1200000,4935.6,1312869.6
4200,105.0,3,3.0,467000,4105.12,431037.6
4201,95.0,4,2.0,349900,4105.12,389986.4
4202,159.0,5,3.0,549000,4246.58,675206.22
4203,125.0,1,1.0,399000,4105.12,513140.0
4204,54.0,2,1.0,275000,4105.12,221676.48
4205,310.0,5,4.0,1750000,5492.17,1702572.7
4206,138.0,3,1.0,545000,4935.6,681112.8
4207,160.0,4,2.0,790000,4935.6,789696.0
4208,81.0,2,1.0,357000,5492.17,444865.77
4209,145.0,3,2.0,580000,4105.12,595242.4
4210,109.0,2,1.0,360000,4246.58,462877.22
4211,95.0,3,1.0,342000,4105.12,389986.4
4212,35.0,2,1.0,160000,4105.12,143679.19999999998
4213,139.0,4,2.0,589000,4246.58,590274.62
4214,35.0,1,1.0,180000,4020.62,140721.69999999998
4215,100.0,3,2.0,295000,4105.12,410512.0
4216,350.0,12,7.0,1500000,6739.32,2358762.0
4217,174.0,4,2.0,865000,5492.17,955637.58
4218,118.0,3,2.0,1050000,5492.17,648076.06
4219,115.0,4,2.0,480000,4246.58,488356.7
4220,145.0,4,2.0,1150000,5492.17,796364.65
4221,133.0,3,1.0,585000,5492.17,730458.61
4222,93.0,3,1.0,440000,5492.17,510771.81
4223,190.0,4,3.0,780000,6739.32,1280470.8
4224,213.0,5,3.0,1095000,4935.6,1051282.8
4225,64.0,1,1.0,370000,5492.17,351498.88
4226,118.0,3,2.0,449000,4246.58,501096.44
4227,145.0,5,2.0,520000,6739.32,977201.4
4228,72.0,2,1.0,199000,4020.62,289484.64
4229,122.0,3,2.0,539900,4105.12,500824.64
4230,62.0,1,1.0,149000,4105.12,254517.44
4231,112.0,2,2.0,395000,4020.62,450309.44
4232,48.0,1,1.0,150000,4020.62,192989.76
4233,95.0,3,1.0,370000,4246.58,403425.1
4234,105.0,4,2.0,350000,4020.62,422165.1
4235,263.0,5,4.0,1318000,4935.6,1298062.8
4236,570.0,10,4.0,1650000,6739.32,3841412.4
4237,156.0,4,2.0,550000,4105.12,640398.72
4238,82.0,2,1.0,360000,4246.58,348219.56
4239,202.0,4,3.0,650000,6739.32,1361342.64
4240,104.0,3,2.0,439000,4020.62,418144.48
4241,117.0,3,2.0,469000,4105.12,480299.04
4242,159.0,4,3.0,649900,5492.17,873255.03
4243,143.0,3,2.0,695000,4105.12,587032.16
4244,177.0,3,3.0,910000,5492.17,972114.09
4245,157.0,2,3.0,1500000,6739.32,1058073.24
4246,54.0,3,1.0,135000,2076.58,112135.32
4247,120.0,4,2.0,279900,1983.7,238044.0
4248,58.0,1,1.0,115000,1983.7,115054.6
4249,95.0,2,2.0,225000,2007.79,190740.05
4250,56.0,2,1.0,97000,2007.79,112436.24
4251,57.0,3,1.0,97000,2007.79,114444.03
4252,84.0,3,1.0,149000,2007.79,168654.36
4253,110.0,3,2.0,155000,2076.58,228423.8
4254,60.0,2,1.0,127000,1983.7,119022.0
4255,63.0,3,1.0,145000,1983.7,124973.1
4256,123.0,4,2.0,270000,1983.7,243995.1
4257,150.0,3,2.0,210000,1574.36,236154.0
4258,95.0,3,2.0,234000,1983.7,188451.5
4259,60.0,2,1.0,128000,2081.94,124916.4
4260,86.0,4,1.0,145000,2007.79,172669.94
4261,48.0,1,1.0,159500,2076.58,99675.84
4262,63.0,3,1.0,97000,2007.79,126490.77
4263,73.0,3,1.0,171000,2007.79,146568.66999999998
4264,53.0,2,1.0,120000,2081.94,110342.82
4265,61.0,2,1.0,214000,2081.94,126998.34
4266,152.0,3,2.0,199000,2007.79,305184.08
4267,61.0,3,1.0,110000,2081.94,126998.34
4268,66.0,3,2.0,152260,2081.94,137408.04
4269,75.0,2,1.0,199000,2081.94,156145.5
4270,60.0,3,1.0,107000,2007.79,120467.4
4271,48.0,2,1.0,77000,2007.79,96373.92
4272,41.0,2,1.0,96500,2081.94,85359.54000000001
4273,59.0,2,1.0,119000,2081.94,122834.46
4274,96.0,3,2.0,174000,2007.79,192747.84
4275,118.0,1,1.0,229000,1574.36,185774.48
4276,73.0,2,1.0,225500,2081.94,151981.62
4277,143.0,5,2.0,249990,1574.36,225133.48
4278,72.0,3,1.0,129900,2076.58,149513.76
4279,49.0,1,1.0,130000,1983.7,97201.3
4280,51.0,2,1.0,102000,2007.79,102397.29
4281,63.0,2,1.0,125000,2081.94,131162.22
4282,95.0,2,2.0,230000,2007.79,190740.05
4283,54.0,2,1.0,119900,2007.79,108420.66
4284,50.0,1,1.0,128000,2081.94,104097.0
4285,67.0,2,1.0,159000,2081.94,139489.98
4286,90.0,3,2.0,255000,2076.58,186892.2
4287,82.0,3,2.0,220000,2007.79,164638.78
4288,82.0,2,1.0,150000,1896.75,155533.5
4289,40.0,2,1.0,97000,2007.79,80311.6
4290,76.0,2,2.0,109000,2007.79,152592.04
4291,75.0,2,2.0,148500,1896.75,142256.25
4292,72.0,2,1.0,109990,2007.79,144560.88
4293,48.0,2,1.0,89000,1983.7,95217.6
4294,87.0,3,2.0,139000,2076.58,180662.46
4295,134.0,4,2.0,145000,1574.36,210964.24
4296,83.0,2,1.0,160000,1896.75,157430.25
4297,65.0,3,1.0,137000,2007.79,130506.35
4298,65.0,3,1.0,135000,2081.94,135326.1
4299,73.0,3,1.0,159680,1896.75,138462.75
4300,109.0,3,2.0,255000,2076.58,226347.22
4301,94.0,3,2.0,140000,2076.58,195198.52
4302,39.0,1,1.0,100000,2007.79,78303.81
4303,104.0,2,1.0,188000,2007.79,208810.16
4304,100.0,3,1.0,117500,1574.36,157436.0
4305,120.0,3,3.0,185000,1574.36,188923.2
4306,35.0,1,1.0,86000,2081.94,72867.90000000001
4307,76.0,3,1.0,129000,2081.94,158227.44
4308,57.0,2,1.0,115000,2076.58,118365.06
4309,80.0,3,1.0,124900,2081.94,166555.2
4310,53.0,2,1.0,115000,2081.94,110342.82
4311,65.0,2,1.0,193400,2007.79,130506.35
4312,113.0,3,2.0,295000,2076.58,234653.54
4313,122.0,4,2.0,185000,1896.75,231403.5
4314,62.0,2,1.0,180000,2007.79,124482.98
4315,78.0,3,1.0,159680,1896.75,147946.5
4316,72.0,3,1.0,110000,2007.79,144560.88
4317,60.0,2,1.0,103000,2007.79,120467.4
4318,80.0,3,1.0,170000,1896.75,151740.0
4319,71.0,2,1.0,135000,1983.7,140842.7
4320,73.0,2,1.0,123000,2007.79,146568.66999999998
4321,32.0,1,1.0,90000,2007.79,64249.28
4322,93.0,3,2.0,220000,1983.7,184484.1
4323,84.0,3,1.0,170000,1896.75,159327.0
4324,70.0,3,1.0,145000,1896.75,132772.5
4325,86.0,3,1.0,113500,1574.36,135394.96
4326,46.0,0,1.0,89999,2081.94,95769.24
4327,56.0,1,1.0,154000,2081.94,116588.64
4328,48.0,2,2.0,149000,2007.79,96373.92
4329,115.0,3,2.0,127000,1896.75,218126.25
4330,85.0,3,1.0,151000,2081.94,176964.9
4331,56.0,2,1.0,92900,2007.79,112436.24
4332,110.0,3,2.0,156000,1574.36,173179.59999999998
4333,133.0,4,2.0,329900,2076.58,276185.14
4334,83.0,3,1.0,169900,2081.94,172801.02000000002
4335,60.0,2,1.0,125000,2076.58,124594.8
4336,45.0,1,1.0,79000,2007.79,90350.55
4337,135.0,4,2.0,140000,1574.36,212538.6
4338,120.0,3,2.0,120000,1574.36,188923.2
4339,80.0,3,1.0,165000,2081.94,166555.2
4340,49.0,1,1.0,127500,1574.36,77143.64
4341,45.0,1,1.0,129000,2081.94,93687.3
4342,94.0,3,2.0,127500,1574.36,147989.84
4343,78.0,2,1.0,87500,1574.36,122800.08
4344,70.0,3,1.0,97300,1574.36,110205.2
4345,90.0,3,1.0,118000,1574.36,141692.4
4346,72.0,3,1.0,77500,1574.36,113353.92
4347,75.0,3,2.0,102500,1574.36,118077.0
4348,75.0,3,1.0,107500,1574.36,118077.0
4349,90.0,4,1.0,112500,1574.36,141692.4
4350,95.0,3,2.0,125000,1574.36,149564.19999999998
4351,67.0,2,1.0,165000,2007.79,134521.93
4352,63.0,3,1.0,145000,1983.7,124973.1
4353,80.0,2,1.0,125000,1983.7,158696.0
4354,55.0,1,1.0,157000,2076.58,114211.9
4355,30.0,1,1.0,70000,2007.79,60233.7
4356,60.0,3,1.0,125000,2081.94,124916.4
4357,50.0,3,1.0,100000,1896.75,94837.5
4358,100.0,3,1.0,159000,2081.94,208194.0
4359,30.0,1,1.0,83000,2081.94,62458.2
4360,75.0,3,1.0,119990,2076.58,155743.5
4361,65.0,2,1.0,115000,2076.58,134977.69999999998
4362,49.0,2,1.0,101700,2081.94,102015.06
4363,87.0,2,1.0,149000,2007.79,174677.73
4364,46.0,1,1.0,106000,2007.79,92358.34
4365,62.0,2,1.0,110000,1574.36,97610.32
4366,62.0,1,1.0,143000,1983.7,122989.4
4367,54.0,1,1.0,120000,1983.7,107119.8
4368,62.0,1,1.0,145000,1983.7,122989.4
4369,55.0,1,1.0,125000,1983.7,109103.5
4370,58.0,1,1.0,130000,1983.7,115054.6
4371,62.0,1,1.0,140000,1983.7,122989.4
4372,83.0,1,1.0,155000,1983.7,164647.1
4373,46.0,0,1.0,95000,1983.7,91250.2
4374,47.0,0,1.0,100000,1983.7,93233.9
4375,61.0,1,1.0,140000,1983.7,121005.7
4376,59.0,1,1.0,140000,1983.7,117038.3
4377,69.0,2,1.0,90000,2007.79,138537.51
4378,58.0,1,1.0,128000,1983.7,115054.6
4379,53.0,1,1.0,119000,1983.7,105136.1
4380,60.0,3,1.0,95000,2076.58,124594.8
4381,63.0,3,1.0,135000,2007.79,126490.77
4382,101.0,3,1.0,149000,2076.58,209734.58
4383,35.0,2,1.0,88500,2007.79,70272.65
4384,58.0,2,1.0,99900,2076.58,120441.64
4385,46.0,2,1.0,107000,2007.79,92358.34
4386,76.0,2,1.0,120000,2076.58,157820.08
4387,70.0,3,1.0,112700,2081.94,145735.80000000002
4388,99.0,4,2.0,179000,2076.58,205581.42
4389,128.0,4,2.0,220000,2076.58,265802.24
4390,68.0,3,1.0,115000,1896.75,128979.0
4391,80.0,2,2.0,135000,2007.79,160623.2
