,sq_mt_built,n_rooms,n_bathrooms,floor,is_floor_under,buy_price,is_renewal_needed,is_new_development,built_year,has_central_heating,has_individual_heating,has_ac,has_fitted_wardrobes,has_lift,is_exterior,has_garden,has_pool,has_terrace,has_balcony,has_storage_room,is_accessible,has_green_zones,has_parking,parking_price,is_orientation_north,is_orientation_west,is_orientation_south,is_orientation_east,Pisos,Casa o chalet,Áticos,Dúplex,distrito_id_num,neighborhood_id_num,neighborhood_price_m2,estimado_metros_por_preciom2
3259,342.0,5,3.0,6.0,0,1570000,0,0,1965.0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0.0,0,0,0,0,1,0,0,0,17.0,114.0,4347.59,1486875.78
3260,40.0,1,1.0,0.5,1,125000,0,0,1990.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,1,0,0,0,0,1,17.0,111.0,3536.07,141442.80000000002
3261,93.0,1,1.0,8.0,0,180000,0,0,1970.0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0.0,0,1,0,0,1,0,0,0,17.0,114.0,4347.59,404325.87
3262,81.0,1,1.0,2.0,0,279000,0,0,1970.0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0.0,0,0,0,0,0,0,1,0,17.0,112.0,3273.56,265158.36
3263,60.0,2,1.0,0.5,1,169000,0,0,1970.0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,17.0,113.0,4247.49,254849.4
3264,362.0,6,4.0,2.0,0,1100000,1,0,1970.0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0.0,0,0,0,1,1,0,0,0,17.0,113.0,4247.49,1537591.38
3265,135.0,4,2.0,2.0,0,530000,0,0,1990.0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0.0,0,0,1,0,1,0,0,0,17.0,113.0,4247.49,573411.15
3266,118.0,4,3.0,2.0,0,530000,1,0,1974.0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,18000.0,1,0,0,0,1,0,0,0,17.0,113.0,4247.49,501203.81999999995
3267,180.0,2,2.0,1.0,0,525000,1,0,1959.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0,1,0,1,1,0,0,0,17.0,113.0,4247.49,764548.2
3268,46.0,2,1.0,2.0,0,170000,0,0,1970.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,17.0,111.0,3536.07,162659.22
3269,95.0,3,3.0,0.5,1,429900,0,0,1911.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,1,17.0,113.0,4247.49,403511.55
3270,75.0,3,2.0,0.5,1,189000,0,0,1970.0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0.0,0,0,1,0,1,0,0,0,17.0,112.0,3273.56,245517.0
3271,35.0,1,1.0,0.0,1,122000,0,0,1988.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,17.0,115.0,3163.8,110733.0
3272,34.0,1,1.0,1.0,0,131250,1,0,1930.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,17.0,111.0,3536.07,120226.38
3273,70.0,1,1.0,1.0,0,369500,0,0,1970.0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,17.0,113.0,4247.49,297324.3
3274,73.0,2,1.0,2.0,0,234000,0,0,1994.0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0.0,0,1,1,1,1,0,0,0,17.0,115.0,3163.8,230957.40000000002
3275,173.0,3,2.0,4.0,0,375000,0,0,1970.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,17.0,111.0,3536.07,611740.11
3276,61.0,1,1.0,1.0,0,223000,0,0,1970.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,17.0,115.0,3163.8,192991.80000000002
3277,90.0,2,2.0,4.0,0,425000,0,0,1970.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,17.0,113.0,4247.49,382274.1
3278,95.0,3,2.0,2.0,0,525000,0,0,1970.0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,0,0,0,17.0,113.0,4247.49,403511.55
3279,77.0,2,2.0,2.0,0,315000,0,0,1970.0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0.0,0,1,0,1,1,0,0,0,17.0,115.0,3163.8,243612.6
3280,44.0,0,1.0,3.0,0,260000,0,0,2000.0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0.0,0,0,0,0,1,0,0,0,17.0,114.0,4347.59,191293.96000000002
3281,159.0,5,2.0,2.0,0,560000,1,0,1981.0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0.0,1,1,0,0,1,0,0,0,17.0,116.0,3314.54,527011.86
3282,70.0,2,1.0,1.0,0,175000,1,0,1970.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,1,0,1,1,0,0,0,17.0,112.0,3273.56,229149.19999999998
3283,210.0,4,3.0,2.0,0,1100000,0,0,1975.0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0.0,0,1,0,0,1,0,0,0,17.0,113.0,4247.49,891972.8999999999
3284,80.0,2,1.0,1.0,0,299000,0,0,1970.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,17.0,111.0,3536.07,282885.60000000003
3285,67.0,2,1.0,0.5,1,176000,0,0,1970.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,17.0,116.0,3314.54,222074.18
3286,59.0,2,1.0,3.0,0,180000,0,0,1970.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0.0,1,0,1,0,1,0,0,0,17.0,115.0,3163.8,186664.2
3287,58.0,1,1.0,4.0,0,315000,0,0,1977.0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0.0,0,1,0,0,1,0,0,0,17.0,114.0,4347.59,252160.22
3288,174.0,4,3.0,1.0,0,560000,1,0,1970.0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0.0,0,0,0,1,1,0,0,0,17.0,113.0,4247.49,739063.26
3289,34.0,2,1.0,2.0,0,160000,0,0,1933.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,17.0,114.0,4347.59,147818.06
3290,89.0,4,1.0,1.0,0,215000,1,0,1970.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,17.0,115.0,3163.8,281578.2
3291,200.0,5,3.0,1.0,0,800000,0,0,1960.0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0.0,0,0,0,0,1,0,0,0,17.0,113.0,4247.49,849498.0
3292,55.0,2,1.0,0.5,1,144900,1,0,1970.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,17.0,111.0,3536.07,194483.85
3293,50.0,1,1.0,5.0,0,320000,0,0,1970.0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,17.0,113.0,4247.49,212374.5
3294,66.0,3,1.0,2.0,0,170000,0,0,1945.0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0.0,0,0,0,0,1,0,0,0,17.0,111.0,3536.07,233380.62000000002
3295,63.0,2,1.0,2.0,0,226900,0,0,2002.0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0.0,0,0,0,1,1,0,0,0,17.0,112.0,3273.56,206234.28
3296,45.0,1,1.0,1.0,0,159000,0,0,1999.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,17.0,112.0,3273.56,147310.2
3297,114.0,2,2.0,4.0,0,570000,0,0,1973.0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0.0,0,0,0,0,1,0,0,0,17.0,114.0,4347.59,495625.26
3298,311.0,5,2.0,1.0,0,725000,0,0,1998.0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,1,0,0,17.0,112.0,3273.56,1018077.16
3299,76.0,2,1.0,2.0,0,195000,0,0,2002.0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0.0,0,0,0,0,1,0,0,0,17.0,115.0,3163.8,240448.80000000002
3300,100.0,3,2.0,1.0,0,330000,1,0,1960.0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,17.0,112.0,3273.56,327356.0
3301,42.0,1,1.0,0.5,1,150000,0,0,1970.0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,17.0,115.0,3163.8,132879.6
3302,65.0,1,1.0,2.0,0,205000,0,0,1998.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0,0,1,0,1,1,0,0,0,17.0,111.0,3536.07,229844.55000000002
3303,350.0,7,3.0,4.0,0,2161000,0,0,1980.0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0.0,0,0,1,1,1,0,0,0,17.0,114.0,4347.59,1521656.5
3304,239.0,5,3.0,4.0,0,990000,0,0,1970.0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,17.0,114.0,4347.59,1039074.01
3305,49.0,1,1.0,1.0,0,169900,0,0,2013.0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0.0,0,0,0,0,1,0,0,0,17.0,112.0,3273.56,160404.44
3306,85.0,3,1.0,2.0,0,245000,1,0,1958.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,17.0,116.0,3314.54,281735.9
3307,130.0,2,1.0,8.0,0,670000,0,0,1970.0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0.0,0,0,0,0,1,0,0,0,17.0,114.0,4347.59,565186.7000000001
3308,220.0,2,2.0,3.0,0,880000,0,0,1970.0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0.0,0,0,0,1,1,0,0,0,17.0,113.0,4247.49,934447.7999999999
3309,65.0,3,1.0,5.0,0,236000,0,0,1970.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,17.0,111.0,3536.07,229844.55000000002
3310,144.0,4,3.0,7.0,0,580000,0,0,1970.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,17.0,116.0,3314.54,477293.76
3311,61.0,2,1.0,0.5,1,149000,0,0,1903.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,17.0,112.0,3273.56,199687.16
3312,97.0,3,1.0,2.0,0,295000,0,0,1920.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,17.0,111.0,3536.07,342998.79000000004
3313,60.0,2,1.0,1.0,0,154000,0,0,1960.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0.0,1,0,0,0,1,0,0,0,17.0,115.0,3163.8,189828.0
3314,77.0,2,2.0,0.5,1,325000,0,0,1970.0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0.0,0,0,0,0,1,0,0,0,17.0,114.0,4347.59,334764.43
3315,232.0,6,3.0,2.0,0,1075000,0,0,1976.0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0.0,0,0,1,0,1,0,0,0,17.0,114.0,4347.59,1008640.88
3316,40.0,0,1.0,1.0,0,185000,0,0,1994.0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,25000.0,0,0,1,0,1,0,0,0,17.0,113.0,4247.49,169899.59999999998
3317,71.0,3,1.0,4.0,0,340000,0,0,1970.0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,17.0,113.0,4247.49,301571.79
3318,45.0,2,1.0,0.5,1,114000,0,0,1965.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,17.0,112.0,3273.56,147310.2
3319,95.0,2,2.0,1.0,0,480000,0,0,2018.0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0.0,0,0,0,0,1,0,0,0,17.0,116.0,3314.54,314881.3
3320,50.0,1,1.0,1.0,0,260500,0,0,1970.0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0.0,0,0,1,1,0,0,1,0,17.0,116.0,3314.54,165727.0
3321,45.0,0,1.0,0.5,1,168800,0,0,2019.0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0.0,0,0,0,0,1,0,0,0,17.0,116.0,3314.54,149154.3
3322,63.0,2,1.0,6.0,0,390000,1,0,1970.0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0.0,0,0,0,1,1,0,0,0,17.0,113.0,4247.49,267591.87
3323,72.0,3,2.0,0.5,1,345000,0,0,1970.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0.0,0,1,0,0,1,0,0,0,17.0,113.0,4247.49,305819.27999999997
3324,70.0,2,1.0,1.0,0,299000,0,0,2010.0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0.0,0,0,0,0,1,0,0,0,17.0,112.0,3273.56,229149.19999999998
3325,76.0,3,1.0,3.0,0,165000,1,0,1965.0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,17.0,112.0,3273.56,248790.56
3326,95.0,3,2.0,1.0,0,283000,0,0,1970.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,17.0,112.0,3273.56,310988.2
3327,60.0,3,2.0,1.0,0,210000,0,0,1970.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,17.0,111.0,3536.07,212164.2
3328,150.0,4,2.0,1.0,0,510000,1,0,1970.0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,17.0,113.0,4247.49,637123.5
3329,50.0,2,1.0,1.0,0,178000,0,0,1970.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0,0,1,1,1,0,0,0,17.0,115.0,3163.8,158190.0
3330,45.0,2,1.0,1.0,0,155000,0,0,1970.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,17.0,116.0,3314.54,149154.3
3331,60.0,2,1.0,1.0,0,220000,0,0,1970.0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0.0,0,0,0,0,1,0,0,0,17.0,111.0,3536.07,212164.2
3332,70.0,4,1.0,1.0,0,175000,1,0,1970.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,17.0,111.0,3536.07,247524.90000000002
3333,54.0,1,1.0,1.0,0,228000,0,0,2005.0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0.0,0,0,0,0,1,0,0,0,17.0,116.0,3314.54,178985.16
3334,149.0,4,2.0,0.5,1,589200,0,0,1970.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,17.0,113.0,4247.49,632876.01
3335,80.0,3,2.0,1.0,0,263000,0,0,1970.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,17.0,111.0,3536.07,282885.60000000003
3336,125.0,2,2.0,4.0,0,630000,1,0,1967.0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,17.0,113.0,4247.49,530936.25
3337,37.0,1,1.0,0.5,1,97260,0,0,1970.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,17.0,116.0,3314.54,122637.98
3338,30.0,2,1.0,0.5,1,125000,0,0,1900.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,1,0,0,0,17.0,111.0,3536.07,106082.1
3339,49.0,3,1.0,0.5,1,250000,0,0,1970.0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0.0,1,1,1,1,0,0,0,1,17.0,111.0,3536.07,173267.43000000002
3340,213.0,4,3.0,1.0,0,620000,0,0,2002.0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0.0,0,1,0,1,0,1,0,0,17.0,115.0,3163.8,673889.4
3341,50.0,2,1.0,2.0,0,159000,1,0,1970.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,17.0,111.0,3536.07,176803.5
3342,270.0,4,3.0,3.0,0,790000,1,0,1970.0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0.0,0,0,1,0,1,0,0,0,17.0,113.0,4247.49,1146822.3
3343,72.0,3,1.0,5.0,0,229000,0,0,1976.0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0.0,0,0,0,0,1,0,0,0,17.0,115.0,3163.8,227793.6
3344,42.0,1,1.0,2.0,0,169500,0,0,1970.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,17.0,113.0,4247.49,178394.58
3345,77.0,2,1.0,2.0,0,279000,1,0,1970.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,17.0,115.0,3163.8,243612.6
3346,50.0,2,1.0,3.0,0,249000,0,0,1970.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,1,1,0,0,0,17.0,112.0,3273.56,163678.0
3347,71.0,1,1.0,7.0,0,320000,0,0,1970.0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0.0,0,0,0,0,1,0,0,0,17.0,114.0,4347.59,308678.89
3348,39.0,0,1.0,0.5,1,170000,0,0,1970.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,17.0,111.0,3536.07,137906.73
3349,77.0,3,1.0,1.0,0,253000,0,0,1970.0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,1,0,0,0,17.0,111.0,3536.07,272277.39
3350,44.0,0,1.0,3.0,0,260000,0,0,2000.0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0.0,0,0,0,1,1,0,0,0,17.0,114.0,4347.59,191293.96000000002
3351,112.0,0,1.0,0.5,1,259470,0,0,1959.0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0.0,0,0,1,0,1,0,0,0,17.0,112.0,3273.56,366638.72
3352,82.0,2,2.0,4.0,0,315000,0,0,1970.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,17.0,111.0,3536.07,289957.74
3353,47.0,0,1.0,0.5,1,220000,0,0,2019.0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,20000.0,0,0,0,0,1,0,0,0,17.0,113.0,4247.49,199632.03
3354,78.0,3,1.0,3.0,0,189000,0,0,1957.0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,17.0,116.0,3314.54,258534.12
3355,142.0,4,2.0,6.0,0,570000,0,0,1965.0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0.0,1,0,0,0,1,0,0,0,17.0,114.0,4347.59,617357.78
3356,81.0,3,1.0,2.0,0,250000,1,0,1970.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0,1,1,0,1,0,0,0,17.0,116.0,3314.54,268477.74
3357,35.0,1,1.0,1.0,0,120000,0,0,1960.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,0,0,17.0,112.0,3273.56,114574.59999999999
3358,60.0,2,1.0,3.0,0,239000,0,0,1920.0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0.0,0,0,1,0,1,0,0,0,17.0,111.0,3536.07,212164.2
3359,55.0,1,1.0,1.0,0,280000,0,0,1970.0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0.0,0,0,0,1,1,0,0,0,17.0,112.0,3273.56,180045.8
3360,35.0,1,1.0,1.0,0,120000,0,0,1960.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,0,0,17.0,112.0,3273.56,114574.59999999999
3361,120.0,4,2.0,2.0,0,530000,0,0,1970.0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0.0,0,0,0,0,1,0,0,0,17.0,113.0,4247.49,509698.8
3362,107.0,3,2.0,1.0,0,265000,1,0,1960.0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0.0,0,0,0,0,1,0,0,0,17.0,112.0,3273.56,350270.92
3363,84.0,3,1.0,3.0,0,230000,0,0,1970.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0,1,0,1,1,0,0,0,17.0,115.0,3163.8,265759.2
3364,26.0,1,1.0,0.5,1,122000,0,0,1986.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0,0,1,0,0,0,0,1,17.0,111.0,3536.07,91937.82
3365,231.0,4,3.0,6.0,0,975000,1,0,1965.0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0.0,0,0,0,1,1,0,0,0,17.0,114.0,4347.59,1004293.29
3366,38.0,0,1.0,0.5,1,136000,0,0,1992.0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,0,0,17.0,116.0,3314.54,125952.52
3367,60.0,2,1.0,0.5,1,174000,0,0,1970.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,0,0,17.0,111.0,3536.07,212164.2
3368,90.0,3,3.0,1.0,0,319000,0,0,1970.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.0,0,0,0,0,1,0,0,0,17.0,111.0,3536.07,318246.3
3369,26.0,1,1.0,1.0,0,174000,0,0,1970.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,0,0,17.0,113.0,4247.49,110434.73999999999
3370,93.0,2,1.0,1.0,0,430000,0,0,1970.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.0,0,0,0,0,1,0,0,0,17.0,113.0,4247.49,395016.57
3371,225.0,5,2.0,9.0,0,990000,1,0,1970.0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0.0,1,0,0,1,1,0,0,0,17.0,113.0,4247.49,955685.25
3372,61.0,3,2.0,1.0,0,219000,0,0,1955.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0,0,1,1,1,1,0,0,0,17.0,112.0,3273.56,199687.16
3373,48.0,1,1.0,1.0,0,176900,0,0,1996.0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0.0,0,1,0,0,1,0,0,0,17.0,112.0,3273.56,157130.88
3374,50.0,1,1.0,0.5,1,200000,0,0,1925.0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0.0,0,0,0,0,1,0,0,0,17.0,111.0,3536.07,176803.5
3375,30.0,1,1.0,0.5,1,185000,0,0,1925.0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0.0,0,0,0,0,1,0,0,0,17.0,111.0,3536.07,106082.1
3376,114.0,2,2.0,2.0,0,370000,0,0,1975.0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,30000.0,0,1,1,0,1,0,0,0,17.0,113.0,4247.49,484213.86
3377,69.0,2,2.0,1.0,0,235000,0,0,2020.0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0.0,0,0,1,1,1,0,0,0,17.0,115.0,3163.8,218302.2
3378,65.0,1,1.0,0.5,1,198000,0,0,2020.0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0.0,0,0,1,1,1,0,0,0,17.0,115.0,3163.8,205647.0
3379,82.0,3,1.0,3.0,0,239900,0,0,1970.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,17.0,116.0,3314.54,271792.27999999997
3380,100.0,3,2.0,3.0,0,330000,0,0,1950.0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,20000.0,0,0,0,0,1,0,0,0,17.0,111.0,3536.07,353607.0
3381,95.0,3,1.0,1.0,0,199000,1,0,1989.0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0.0,0,0,0,0,1,0,0,0,17.0,115.0,3163.8,300561.0
3382,93.0,1,1.0,0.5,1,248500,0,0,1970.0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,17.0,112.0,3273.56,304441.08
3383,39.0,1,1.0,3.0,0,155000,0,0,1930.0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,1,0,0,0,17.0,111.0,3536.07,137906.73
3384,312.0,5,5.0,1.0,0,1350000,0,0,1970.0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0.0,0,0,0,0,1,0,0,0,17.0,114.0,4347.59,1356448.08
3385,80.0,2,1.0,1.0,0,320000,0,1,1970.0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0.0,0,0,0,0,1,0,0,0,17.0,116.0,3314.54,265163.2
3386,81.0,1,2.0,3.0,0,279000,0,0,2019.0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0.0,0,1,0,1,0,0,0,1,17.0,112.0,3273.56,265158.36
3387,43.0,2,1.0,1.0,0,145000,0,0,1905.0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0.0,0,0,1,0,1,0,0,0,17.0,111.0,3536.07,152051.01
3388,60.0,3,2.0,2.0,0,210000,0,0,1970.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,17.0,111.0,3536.07,212164.2
3389,26.0,1,1.0,1.0,0,174000,1,0,1970.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,17.0,113.0,4247.49,110434.73999999999
3390,110.0,4,3.0,2.0,0,770000,0,0,1975.0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,17.0,114.0,4347.59,478234.9
3391,60.0,3,2.0,2.0,0,210000,0,0,1970.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,17.0,111.0,3536.07,212164.2
3392,80.0,3,1.0,2.0,0,275000,0,0,1970.0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0.0,0,0,0,0,1,0,0,0,17.0,114.0,4347.59,347807.2
3393,63.0,2,1.0,3.0,0,215000,0,0,1970.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,17.0,112.0,3273.56,206234.28
3394,62.0,2,1.0,1.0,0,220000,0,0,1970.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0.0,0,1,0,0,1,0,0,0,17.0,112.0,3273.56,202960.72
3395,102.0,3,2.0,0.5,1,315000,0,0,1970.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,17.0,114.0,4347.59,443454.18
3396,63.0,2,1.0,3.0,0,215000,0,0,1970.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,17.0,112.0,3273.56,206234.28
3397,96.0,3,2.0,2.0,0,320000,0,0,2007.0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0.0,0,0,1,1,1,0,0,0,17.0,115.0,3163.8,303724.80000000005
3398,188.0,3,2.0,6.0,0,890000,0,0,1970.0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,17.0,113.0,4247.49,798528.12
