0,preds
18861,244860.128
18862,133110.376
18863,135544.33
18864,145389.957
18865,175785.388
18866,196383.3
18867,95627.80133333332
18868,191920.435
18869,256627.062
18870,278037.932
18871,123699.225
18872,181428.143
18873,139020.325
18874,181998.082
18875,142945.934
18876,99522.3375
18877,131033.365
18878,289423.44166666665
18879,206037.81
18880,248515.153
18881,134007.206
18882,737291.385
18883,1242040.0
18884,566737.0
18885,495792.498
18886,859645.2
18887,855943.0
18888,635996.0
18889,465044.87
18890,912362.626
18891,604222.05
18892,605487.0
18893,579021.917
18894,498341.834
18895,306789.142
18896,594560.2
18897,608111.188
18898,740266.944
18899,620872.09
18900,620972.938
18901,489251.943
18902,627970.899
18903,945439.899
18904,813692.4
18905,510244.45
18906,606893.325
18907,276649.997
18908,239617.39783333332
18909,225805.05885
18910,156860.549
18911,153895.1
18912,150017.095
18913,390972.897
18914,360206.15
18915,157975.92
18916,219518.621
18917,236970.172
18918,191809.958
18919,397612.496
18920,257302.732
18921,360565.2955
18922,281592.043
18923,367066.214
18924,379850.599
18925,280811.579
18926,253392.69933333335
18927,385987.795
18928,338476.246
18929,326352.856
18930,270401.681
18931,257696.922
18932,247503.0
18933,242766.736
18934,180923.193
18935,229247.379
18936,201700.29
18937,228220.245
18938,159323.672
18939,88102.6
18940,132311.99
18941,125976.56428571428
18942,119313.82
18943,137673.214
18944,178663.982
18945,144163.289
18946,125994.329
18947,105591.5955
18948,359656.341
18949,162375.72166666665
18950,106043.514
18951,430875.70333333337
18952,205023.859
18953,127080.51633333333
18954,103591.978
18955,186370.83
18956,113335.262
18957,166881.433
18958,198694.148
18959,241612.97383333335
18960,220891.44033333333
18961,114873.02
18962,224297.027
18963,284655.577
18964,152020.111
18965,235561.4266666667
18966,355108.047
18967,198578.84333333335
18968,198845.407
18969,124012.6
18970,226724.844
18971,149046.6
18972,319260.03
18973,156412.171
18974,160132.548
18975,340062.241
18976,185068.568
18977,348126.548
18978,164671.15
18979,104586.6785
18980,154936.827
18981,241069.729
18982,147751.951
18983,1252431.271
18984,201388.2
18985,138423.373
18986,123257.49
18987,272100.3676666666
18988,215047.874
18989,315596.75
18990,165605.04
18991,129782.408
18992,214839.536
18993,164232.598
18994,194974.073
18995,909043.1
18996,787763.84
18997,1123494.948
18998,945441.996
18999,1328555.53
19000,1333652.0
19001,812470.285
19002,1237649.6
19003,918871.833
19004,888005.872
19005,1283264.08
19006,1027608.5159999998
19007,884941.314
19008,1181056.242
19009,711984.6666666666
19010,1267322.0
19011,291624.047
19012,572434.8613333333
19013,1355177.0
19014,1301804.0
19015,478331.838
19016,1341334.0
19017,1333846.0
19018,523381.8
19019,1300484.271
19020,708525.047
19021,822019.63
19022,997600.0
19023,392958.519
19024,585417.259
19025,1074594.4
19026,572514.344
19027,1078550.0
19028,598598.0
19029,895902.928
19030,865008.399
19031,1020707.7873333335
19032,864830.1833333332
19033,1148514.611
19034,775376.237
19035,306183.8443333333
19036,1359540.0
19037,1302818.4
19038,1346440.0
19039,1278434.0
19040,1043889.8
19041,1302186.3077142858
19042,753441.3983333332
19043,787395.55
19044,1325300.0
19045,380455.75
19046,732755.525
19047,788437.317
19048,947097.468
19049,641396.58
19050,409811.749
19051,972890.0
19052,1351265.5
19053,753707.406
19054,677352.69
19055,966964.674
19056,619176.506
19057,550029.3333333333
19058,1187117.514
19059,565769.1
19060,237707.8
19061,247964.038
19062,759440.344
19063,829576.487
19064,998999.826
19065,210442.45
19066,783487.862
19067,161191.66
19068,691951.439
19069,351488.669
19070,910871.293
19071,655645.318
19072,1192344.5
19073,169207.159
19074,1171140.033
19075,458120.608
19076,157654.542
19077,163963.15
19078,1073740.147
19079,832576.524
19080,187564.197
19081,166258.2
19082,151870.295
19083,165041.44
19084,142506.7
19085,158900.575
19086,424499.4
19087,794820.715
19088,414183.64185714285
19089,561454.0
19090,272323.888
19091,542034.048
19092,335871.9
19093,308171.912
19094,463773.292
19095,325458.5
19096,429704.9
19097,1109487.5543333334
19098,284100.8
19099,819136.66
19100,381921.8
19101,564560.4
19102,1147230.0
19103,538571.313
19104,662265.119
19105,734080.92
19106,970021.272
19107,1065763.297
19108,867778.63
19109,1164533.0
19110,339444.027
19111,570771.911
19112,1080392.733
19113,1269699.0
19114,441177.1
19115,1258169.0
19116,1128097.0
19117,743433.5936666667
19118,565905.005
19119,1253916.0
19120,497468.79
19121,1169658.5
19122,426027.7
19123,643876.919
19124,292275.56
19125,509496.398
19126,495217.5
19127,160421.49
19128,529661.5
19129,673099.8
19130,235471.3
19131,394234.008
19132,592809.499
19133,495442.089
19134,471829.222
19135,534514.5
19136,375383.8
19137,449482.708
19138,361179.65
19139,411953.5
19140,355870.114
19141,381556.21266666666
19142,537104.72
19143,450229.3
19144,318089.743
19145,276946.642
19146,305028.76
19147,461307.19
19148,599816.6
19149,322345.184
19150,163929.838
19151,217714.962
19152,900984.5
19153,880771.2
19154,890126.38
19155,838339.0
19156,454053.08666666667
19157,356245.6093333334
19158,412544.24
19159,383376.78366666666
19160,607572.928
19161,546903.7598333333
19162,907679.038
19163,784508.972
19164,313511.713
19165,207556.03666666665
19166,306727.741
19167,163864.38
19168,380442.288
19169,319981.084
19170,464689.083
19171,168965.809
19172,830517.649
19173,723631.0
19174,248756.644
19175,862215.098
19176,280406.361
19177,349628.9655
19178,376390.19
19179,344609.91
19180,407728.199
19181,644315.385
19182,932034.9083333332
19183,404146.33033333335
