0,preds
18684,111476.321
18685,156256.52
18686,145145.963
18687,161884.45033333334
18688,97731.208
18689,120951.89
18690,124223.669
18691,107884.424
18692,140948.23
18693,135874.69
18694,211073.44533333334
18695,346368.9825
18696,230121.822
18697,236929.60666666666
18698,75993.7
18699,309370.213
18700,122654.1
18701,133759.749
18702,134295.37
18703,240942.325
18704,197633.837
18705,218727.879
18706,166663.848
18707,122282.43
18708,525206.387
18709,752424.521
18710,996926.771
18711,783489.143
18712,781141.0
18713,407550.257
18714,787169.6
18715,1351794.0
18716,753792.6563333333
18717,1002712.979
18718,587191.4
18719,739241.488
18720,840716.238
18721,671565.815
18722,580052.199
18723,607528.96
18724,469820.9
18725,361495.388
18726,756640.92
18727,1132589.0
18728,1200716.91
18729,581820.8
18730,599278.48
18731,812065.0741904759
18732,525221.269
18733,811718.904
18734,535540.2
18735,313066.12
18736,207722.878
18737,189082.76
18738,326894.0
18739,245178.4
18740,755612.07
18741,659287.83
18742,181608.003
18743,281252.703
18744,149365.1133333333
18745,303872.692
18746,145137.747
18747,158649.827
18748,116182.254
18749,100088.20933333333
18750,102776.855
18751,273347.32366666663
18752,112139.93833333334
18753,105004.626
18754,284639.429
18755,279888.2343333334
18756,277228.6346666666
18757,151323.761
18758,326138.13
18759,122369.146
18760,140009.337
18761,105956.91933333332
18762,90218.793
18763,105715.29333333333
18764,128994.89266666667
18765,123296.447
18766,147436.69966666668
18767,111388.66
18768,245422.0498
18769,118077.04866666667
18770,115666.796
18771,217766.177
18772,283871.661
18773,456393.02364357875
18774,463600.91658730153
18775,456393.02364357875
18776,491104.09669047623
18777,491002.1636666666
18778,489625.41785714286
18779,223987.607
18780,303798.65545238095
18781,269745.2156666666
18782,314336.03425
18783,265339.3749666667
18784,313885.715
18785,308296.374
18786,243985.83115238094
18787,248227.17333333334
18788,591904.664
18789,118794.99
18790,155986.288
18791,271336.91085
18792,260365.50914285713
18793,244513.3373333333
18794,241140.799
18795,179199.16
18796,297105.68266666663
18797,164795.929
18798,228828.477
18799,155875.638
18800,262874.349
18801,343963.83
18802,194676.2
18803,234921.07078333333
18804,200137.715
18805,298481.3031833334
18806,246774.48633333333
18807,335972.96813261195
18808,335972.96813261195
18809,335972.96813261195
18810,258441.74333333332
18811,219558.765
18812,349161.1857142857
18813,347252.144
18814,349460.697
18815,267850.03133333335
18816,267580.99
18817,227528.8666666667
18818,236742.206
18819,152804.886
18820,182783.035
18821,138642.951
18822,220842.754
18823,176521.4
18824,183147.18
18825,176094.09
18826,144623.55
18827,258452.524
18828,1303091.359
18829,771471.862
18830,792633.7704285715
18831,267126.006
18832,685993.0
18833,1065050.227
18834,687351.532
18835,857207.259
18836,685330.4696666666
18837,651367.454
18838,491932.12
18839,216107.518
18840,864650.5
18841,756415.4236666666
18842,232110.39
18843,326625.4
18844,245525.447
18845,191283.08166666667
18846,534139.2125
18847,1045213.983
18848,328885.1343333333
18849,353292.376
18850,581304.7
18851,821900.76
18852,246023.14616666667
18853,194940.558
18854,277956.3642222222
18855,141953.461
18856,239339.074
18857,168336.96
18858,149938.14
18859,107864.512
18860,141817.273
